sampleid	Taxon	Superkingdom	Phyllum	Class	Order	Family	Genus	Species
G003212335	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86; f__SAR86; g__GCA-2707915; s__GCA-2707915 sp003212335"	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	SAR86	GCA-2707915	GCA-2707915 sp003212335
G003212795	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_B; f__MED-G09; g__AG-430-B22; s__AG-430-B22 sp003212795"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_B	MED-G09	AG-430-B22	AG-430-B22 sp003212795
G003212885	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-432-D11; s__AG-432-D11 sp003212885"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-432-D11	AG-432-D11 sp003212885
G003213115	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__MED-G40; s__MED-G40 sp003213115"	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	MED-G40	MED-G40 sp003213115
G003213135	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__GCA-2704625; s__GCA-2704625 sp003213135"	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	GCA-2704625	GCA-2704625 sp003213135
G003213175	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__AAA536-G10; g__AG-426-I14; s__AG-426-I14 sp003213175"	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	AAA536-G10	AG-426-I14	AG-426-I14 sp003213175
G003213495	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86; f__D2472; g__SAR86A; s__SAR86A sp003213495"	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	D2472	SAR86A	SAR86A sp003213495
G003214355	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A sp003214355"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A sp003214355
G003215175	"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__MedAcidi-G1; g__MedAcidi-G2B; s__MedAcidi-G2B sp003215175"	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	MedAcidi-G2B	MedAcidi-G2B sp003215175
G003215295	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-P03; s__AG-409-P03 sp003215295"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-P03	AG-409-P03 sp003215295
G003215315	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__Prochlorococcus_B sp003215315"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_B	Prochlorococcus_B sp003215315
G003215335	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-P01; s__AG-409-P01 sp003215335"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-P01	AG-409-P01 sp003215335
G003215355	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-O23; s__AG-409-O23 sp003215355"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-O23	AG-409-O23 sp003215355
G003215415	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-N21; s__AG-409-N21 sp003215415"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-N21	AG-409-N21 sp003215415
G003215435	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-M05; s__AG-409-M05 sp003215435"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-M05	AG-409-M05 sp003215435
G003215475	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus; s__Prochlorococcus sp003215475"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus	Prochlorococcus sp003215475
G003215535	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-L18; s__AG-409-L18 sp003215535"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-L18	AG-409-L18 sp003215535
G003215555	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus; s__Prochlorococcus sp003215555"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus	Prochlorococcus sp003215555
G003215635	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-J19; s__AG-409-J19 sp003215635"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-J19	AG-409-J19 sp003215635
G003215655	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-J16; s__AG-409-J16 sp003215655"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-J16	AG-409-J16 sp003215655
G003215675	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-K07; s__"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-K07	
G003215715	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__; s__"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae		
G003215725	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-I11; s__AG-409-I11 sp003215725"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-I11	AG-409-I11 sp003215725
G003215775	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-G20; s__AG-409-G20 sp003215775"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-G20	AG-409-G20 sp003215775
G003215855	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-B13; s__"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-B13	
G003215935	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-D09; s__AG-409-D09 sp003215935"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-D09	AG-409-D09 sp003215935
G003216035	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-B13; s__AG-409-B13 sp003216035"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-B13	AG-409-B13 sp003216035
G003216075	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-B05; s__AG-409-B05 sp003216075"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-B05	AG-409-B05 sp003216075
G003216155	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-409-A19; s__AG-409-A19 sp003216155"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-409-A19	AG-409-A19 sp003216155
G003216255	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp003216255"	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003216255
G003216275	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__Prochlorococcus_B sp003216275"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_B	Prochlorococcus_B sp003216275
G003216435	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-402-N21; s__AG-402-N21 sp003216435"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-402-N21	AG-402-N21 sp003216435
G003216725	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A sp003216725"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A sp003216725
G003217255	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudoroseicyclus; s__Pseudoroseicyclus aestuarii"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoroseicyclus	Pseudoroseicyclus aestuarii
G003217735	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marinibacterium; s__Marinibacterium sp003217735"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinibacterium	Marinibacterium sp003217735
G003217815	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter; s__"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter	
G003217835	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter; s__Udaeobacter sp003217835"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter	Udaeobacter sp003217835
G003218935	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__AV2; g__AV2; s__AV2 sp003218935"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	AV2	AV2 sp003218935
G003219735	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter; s__Udaeobacter sp003218615"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter	Udaeobacter sp003218615
G003220085	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__AV40; s__AV40 sp003218705"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	AV40	AV40 sp003218705
G003220225	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR12; s__AR12 sp003220225"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR12	AR12 sp003220225
G003220255	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__; g__; s__"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
G003220265	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR5; s__AR5 sp003220265"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR5	AR5 sp003220265
G003220655	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__; s__"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6		
G003220715	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__UBA12499; s__"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	UBA12499	
G003221035	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__20CM-2-65-7; s__20CM-2-65-7 sp003221035"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	20CM-2-65-7	20CM-2-65-7 sp003221035
G003221195	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter; s__Udaeobacter sp003221195"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter	Udaeobacter sp003221195
G003221455	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455"	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR9	AR9 sp003221455
G003222085	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__AG41; s__AG41 sp003222085"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	AG41	AG41 sp003222085
G003222115	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__AG29; s__AG29 sp003222115"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	AG29	AG29 sp003222115
G003222175	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JABFSM01; s__"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	
G003222245	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__UBA7656; f__UBA7656; g__QHVH01; s__QHVH01 sp003222245"	Bacteria	Acidobacteriota	Blastocatellia	UBA7656	UBA7656	QHVH01	QHVH01 sp003222245
G003222305	"d__Bacteria; p__Acidobacteriota; c__Mor1; o__Gp22-AA2; f__AA152; g__AA152; s__AA152 sp003222305"	Bacteria	Acidobacteriota	Mor1	Gp22-AA2	AA152	AA152	AA152 sp003222305
G003222385	"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066; f__Gp7-AA6; g__Gp7-AA6; s__Gp7-AA6 sp003222385"	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5066	Gp7-AA6	Gp7-AA6	Gp7-AA6 sp003222385
G003222395	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__Gp6-AA45; s__Gp6-AA45 sp003222395"	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA45	Gp6-AA45 sp003222395
G003222935	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__PSRF01; s__"	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	PSRF01	
G003222945	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945"	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	QHXM01	QHXM01 sp003222945
G003223025	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__OLB17 sp003223025"	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	OLB17 sp003223025
G003223075	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__; s__"	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae		
G003223135	"d__Bacteria; p__Acidobacteriota; c__Mor1; o__Gp22-AA2; f__Gp22-AA2; g__Gp22-AA3; s__Gp22-AA3 sp003223135"	Bacteria	Acidobacteriota	Mor1	Gp22-AA2	Gp22-AA2	Gp22-AA3	Gp22-AA3 sp003223135
G003223215	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__Acidoferrum; s__Acidoferrum sp003223215"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	Acidoferrum	Acidoferrum sp003223215
G003223325	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__Palsa-189; s__Palsa-189 sp003223325"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	Palsa-189	Palsa-189 sp003223325
G003223455	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11; s__AG11 sp003223455"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	AG11	AG11 sp003223455
G003223515	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Gp1-AA117; g__Gp1-AA17; s__Gp1-AA17 sp003223515"	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA117	Gp1-AA17	Gp1-AA17 sp003223515
G003223695	"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8; f__Gp7-AA8; g__Gp7-AA10; s__Gp7-AA10 sp003223695"	Bacteria	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	Gp7-AA10	Gp7-AA10 sp003223695
G003223855	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__20CM-2-55-15; f__20CM-2-55-15; g__20CM-2-55-15; s__"	Bacteria	Acidobacteriota	Acidobacteriae	20CM-2-55-15	20CM-2-55-15	20CM-2-55-15	
G003223995	"d__Bacteria; p__Acidobacteriota; c__Mor1; o__QHYA01; f__QHYA01; g__QHYA01; s__QHYA01 sp003223995"	Bacteria	Acidobacteriota	Mor1	QHYA01	QHYA01	QHYA01	QHYA01 sp003223995
G003224025	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__Acidoferrum; s__Acidoferrum sp001917435"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	Acidoferrum	Acidoferrum sp001917435
G003224195	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__QHYP01; s__QHYP01 sp003224195"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	QHYP01	QHYP01 sp003224195
G003224235	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__QHYU01; s__QHYU01 sp003224235"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	QHYU01	QHYU01 sp003224235
G003224665	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__UBA7540; f__UBA7540; g__QHZM01; s__QHZM01 sp003224665"	Bacteria	Acidobacteriota	Acidobacteriae	UBA7540	UBA7540	QHZM01	QHZM01 sp003224665
G003224715	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__VXMN01; f__VXMN01; g__VXMN01; s__"	Bacteria	Acidobacteriota	Acidobacteriae	VXMN01	VXMN01	VXMN01	
G003224875	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__SbA1; g__40CM-3-55-5; s__"	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	40CM-3-55-5	
G003224975	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__SbA1; g__Gp1-AA133; s__Gp1-AA133 sp003225465"	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA133	Gp1-AA133 sp003225465
G003225175	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Gp1-AA112; g__Gp1-AA112; s__Gp1-AA112 sp003225175"	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA112	Gp1-AA112	Gp1-AA112 sp003225175
G003225295	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__Acidoferrum; s__Acidoferrum sp003225295"	Bacteria	Acidobacteriota	Acidobacteriae	Acidoferrales	UBA7541	Acidoferrum	Acidoferrum sp003225295
G003225335	"d__Bacteria; p__Acidobacteriota; c__UBA6911; o__UBA6911; f__UBA6911; g__Gp18-AA60; s__Gp18-AA60 sp003225335"	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911	Gp18-AA60	Gp18-AA60 sp003225335
G003225365	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__UBA7540; f__UBA7540; g__Gp13-AA74; s__Gp13-AA74 sp003225365"	Bacteria	Acidobacteriota	Acidobacteriae	UBA7540	UBA7540	Gp13-AA74	Gp13-AA74 sp003225365
G003225635	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055"	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055
G003226295	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA2987; g__Moanabacter; s__Moanabacter tarae"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA2987	Moanabacter	Moanabacter tarae
G003228105	"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202; f__UBA826; g__UBA11996; s__UBA11996 sp003228105"	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA826	UBA11996	UBA11996 sp003228105
G003228115	"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202-VII-2; f__SAR202-VII-2; g__SAR202-VII-2; s__SAR202-VII-2 sp003228115"	Bacteria	Chloroflexota	Dehalococcoidia	SAR202-VII-2	SAR202-VII-2	SAR202-VII-2	SAR202-VII-2 sp003228115
G003228195	"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA6952; f__QGNO01; g__QGNO01; s__QGNO01 sp003228195"	Bacteria	Chloroflexota	Dehalococcoidia	UBA6952	QGNO01	QGNO01	QGNO01 sp003228195
G003228415	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__SZUA-309; s__SZUA-309 sp003228415"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	SZUA-309	SZUA-309 sp003228415
G003228455	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__UBA6960; g__GCA-2718595; s__"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	GCA-2718595	
G003228835	"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UM-FILTER-43-11; f__UM-FILTER-43-11; g__UM-FILTER-43-11; s__"	Bacteria	Patescibacteria	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11	UM-FILTER-43-11	
G003229175	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QQUY01; s__"	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	QQUY01	
G003229195	"d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__; g__; s__"	Bacteria	Myxococcota	Polyangia	Polyangiales			
G003229735	"d__Bacteria; p__Patescibacteria; c__Andersenbacteria; o__UBA10190; f__UBA10190; g__SZUA-179; s__SZUA-179 sp003229735"	Bacteria	Patescibacteria	Andersenbacteria	UBA10190	UBA10190	SZUA-179	SZUA-179 sp003229735
G003229815	"d__Bacteria; p__Desulfobacterota; c__GWC2-55-46; o__; f__; g__; s__"	Bacteria	Desulfobacterota	GWC2-55-46				
G003229915	"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SZUA-161; f__SZUA-161; g__SZUA-161; s__SZUA-161 sp003229915"	Bacteria	Chloroflexota	Dehalococcoidia	SZUA-161	SZUA-161	SZUA-161	SZUA-161 sp003229915
G003230275	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__"	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales			
G003230465	"d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__; g__; s__"	Bacteria	Planctomycetota	Planctomycetia	Pirellulales			
G003230535	"d__Bacteria; p__SZUA-182; c__SZUA-182; o__SZUA-191; f__SZUA-191; g__SZUA-191; s__SZUA-191 sp003230535"	Bacteria	SZUA-182	SZUA-182	SZUA-191	SZUA-191	SZUA-191	SZUA-191 sp003230535
G003230615	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__GCA-2721545; s__GCA-2721545 sp003230615"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GCA-2721545	GCA-2721545 sp003230615
G003230795	"d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__SZUA-149; f__SZUA-149; g__SZUA-149; s__SZUA-149 sp003230795"	Bacteria	Bdellovibrionota_C	UBA2361	SZUA-149	SZUA-149	SZUA-149	SZUA-149 sp003230795
G003230835	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA4421; s__UBA4421 sp003230835"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA4421	UBA4421 sp003230835
G003230845	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA2135; g__UBA2135; s__"	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2135	UBA2135	
G003230915	"d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__Kiritimatiellales; f__Pontiellaceae; g__Pontiella; s__Pontiella sp003230915"	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Pontiellaceae	Pontiella	Pontiella sp003230915
G003230965	"d__Bacteria; p__Patescibacteria; c__ABY1; o__Magasanikbacterales; f__UBA922; g__SZUA-124; s__SZUA-124 sp003230965"	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	SZUA-124	SZUA-124 sp003230965
G003231035	"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__UBA5704; g__SZUA-115; s__SZUA-115 sp003231035"	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5704	UBA5704	SZUA-115	SZUA-115 sp003231035
